Scrape Index,Post ID,PostD ate,Date Scraped,Message,Link
815,25012,2025-03-25T10:00:06+00:00,2025-04-18T09:23:25.914179,"کشف 24 ميليارد فرار مالياتي کردستان

فرمانده انتظامي کردستان از کشف 24 ميليارد ريال فرار مالياتي و دستگيري 3 نفر متهم در اين رابطه توسط ماموران پليس امنيت اقتصادي استان خبر داد.

به گزارش خبرنگار خبرگزاري پليس، سردار ""علي آزادي""  در تشريح جزئيات اين خبر بيان داشت:: ماموران پليس امنيت اقتصادي استان با اشراف اطلاعاتي از فرار مالياتي توسط يکي از مؤديان مالياتي مطلع و موضوع را در دستور کار خود قرار دادند.
وي افزود: ماموران پليس امنيت اقتصادي با اقدامات پليسي پس از هماهنگي با مراجع قضايي، مشخص شداز کارت بازرگاني مودي انواع کالا را وارد کشور کرده که اين اقدام منجر به فرار مالياتي و تضييع حقوق بيت المال به ميزان 24 ميليارد ريال شده است.
فرمانده انتظامي استان کردستان با بيان اينکه در اين رابطه 3 نفر متهم دستگيرشد، گفت: مبلغ 15 ميليارد و 392 ميليون ريال ماليات توسط متهمان به خزانه دولت واريز شد.
سردار آزادي با اشاره به  اين مهم که پليس  با هرگونه اخلال در نظام اقتصادي مقابله مي کند، تصريح کرد: متهمان به همراه پرونده در اختيار مراجع قضايي قرار گرفتند.#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/25012
816,24999,2025-03-25T05:49:24+00:00,2025-04-18T09:23:29.458870,"یادتونه هپکو تعطیل شده و بود و یه نفر احیاش کرد؟🥇

 الان هپکو به صادرات 6 میلیون دلاری ماشین آلات به آفریقا رسیده👏🇮🇷#دستاوردهای_انقلاب_اسلامی🇮🇷#ایران_قوی#آینده_روشن_است#strong_Iran#ايران_القويه#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/24999
817,25000,2025-03-25T05:49:24+00:00,2025-04-18T09:23:29.459177,"قاتل داعش🔥👌

روایتی از عملکرد موفق و بی نظیر پهپاد تماماً ایرانی شاهد۱۲۹ در دفاع از کشور در تقابل با داعش#دستاوردهای_انقلاب_اسلامی🇮🇷#ایران_قوی#آینده_روشن_است#strong_Iran#ايران_القويه#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/25000
818,25001,2025-03-25T05:49:24+00:00,2025-04-18T09:23:29.459437,"🎬  | حجاب

سر آغاز یک تحول ...#حجاب_فاطمی#قانون_هوشمند#مواجهه_با_برهنگی#جامعه_ایمن#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/25001
819,25002,2025-03-25T05:49:24+00:00,2025-04-18T09:23:29.459696,"🎙 | سبک زندگی اسلامی

موضوع : لحظه لحظه حجاب دفاع و ترویج از دین است .#حجاب_فاطمی#قانون_هوشمند#مواجهه_با_برهنگی#جامعه_ایمن#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/25002
820,25003,2025-03-25T05:49:24+00:00,2025-04-18T09:23:29.459946,"🎬  | حجاب

عمق نگرانی های ما نشان دهنده اندازه فاصله ما با خداست.#حجاب_فاطمی#قانون_هوشمند#مواجهه_با_برهنگی#جامعه_ایمن🎙 | سبک زندگی اسلامی

موضوع : لحظه لحظه حجاب دفاع و ترویج از دین است .#حجاب_فاطمی#قانون_هوشمند#مواجهه_با_برهنگی#جامعه_ایمن",https://eitaa.com/police_kamyaran/25003
821,24991,2025-03-25T05:49:24+00:00,2025-04-18T09:23:32.927862,,https://eitaa.com/police_kamyaran/24991
822,24994,2025-03-25T05:49:24+00:00,2025-04-18T09:23:32.928133,"💢 حملۀ نیروهای امنیتی به معترضان در ترکیه 

🔻 نیروهای امنیتی ترکیه با اسپری فلفل به معترضانی که برای پنجمین شب پیاپی در حال اعتراض به بازداشت شهردار استانبول هستند حمله کردند.#غرب_بدون_روتوش#آه_مظلوم#ابهت_پوشالی#غربگدا#رویای_سوخته#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/24994
823,24995,2025-03-25T05:49:24+00:00,2025-04-18T09:23:32.928361,"🎥 تصاویری از سرکوب معترضین توسط پلیس ترکیه در خیابان‌های استانبول با ضربات باتوم، گاز اشک‌آور و آب‌پاش#غرب_بدون_روتوش#آه_مظلوم#ابهت_پوشالی#غربگدا#رویای_سوخته#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/24995
824,24996,2025-03-25T05:49:24+00:00,2025-04-18T09:23:32.928577,"📹تصاویری از سرکوب معترضین توسط پلیس ترکیه در خیابان‌های استانبول#غرب_بدون_روتوش#آه_مظلوم#ابهت_پوشالی#غربگدا#رویای_سوخته#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/24996
825,24997,2025-03-25T05:49:24+00:00,2025-04-18T09:23:32.928807,"اطلاعات بیشتری از لیتیوم کشف شده در ایران ببینید

✅ایران در آستانه انقلاب لیتیوم سبز#دستاوردهای_انقلاب_اسلامی🇮🇷#ایران_قوی#آینده_روشن_است#strong_Iran#ايران_القويه#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/24997
826,24998,2025-03-25T05:49:24+00:00,2025-04-18T09:23:32.929035,"گوشه‌ای از بهشت در دل کویر😍🌿#ایران_زیبا🇮🇷#دستاوردهای_انقلاب_اسلامی🇮🇷#ایران_قوی#آینده_روشن_است#strong_Iran#ايران_القويه#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/24998
827,24986,2025-03-25T05:49:24+00:00,2025-04-18T09:23:36.454103,"📸 خشم در خیابان‌های ترکیه همچنان جریان دارد/ آب‌پاش و گاز اشک‌آور؛ پاسخ دموکراتیک اردوغان به صدای معترضان!#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/24986
828,24974,2025-03-25T00:57:52+00:00,2025-04-18T09:23:40.250175,"💢واکنش معاون پارلمانی دولت شهید رئیسی به یک شعار احمقانه: ایرانی‌ها خداپرستند نه نژادپرست!#تلنگر#دولت_تراز_انقلاب_اسلامی#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/24974
829,24975,2025-03-25T00:57:52+00:00,2025-04-18T09:23:40.250413,"💢 ما همه یک وطن داریم و برای این وطن باید متحد باشیم، والسلام.#تلنگر#دولت_تراز_انقلاب_اسلامی#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/24975
830,24976,2025-03-25T00:57:52+00:00,2025-04-18T09:23:40.250580,"💢نقش دنبال کنندگان در حمایت از کودک بلاگرهای مجازی#حکمرانی_فضای_مجازی#فضای_مجازی_قانونمند#سواد_رسانه#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/24976
831,24977,2025-03-25T00:57:52+00:00,2025-04-18T09:23:40.250749,"♨️ داده کاوی مقاصد حملات سایبری به ایران در سال 1403

🔺شرکت‌های ارائه‌دهنده خدمات اینترنت سیار: ۱۸.۱۰ درصد
🔹کسب‌وکارهای اینترنتی: ۱۷.۳۴ درصد
🔺شرکت‌های ارائه‌دهنده خدمات اینترنت ثابت: ۱۴.۶۸ درصد
🔹درگاه‌های برخط خدمات عمومی: ۱۲.۷۷ درصد
🔺صنعت ملی، بانکی و بیمه: ۱۱.۷۹ درصد
🔹پیام‌رسان‌های بومی: ۷.۳۱ درصد
🔺درگاه‌های دولتی: ۴.۶۱ درصد
🔹صنایع انرژی: ۳.۳۹ درصد
🔺زیرساخت‌های حیاتی ملی: ۳.۲۰ درصد
🔹خبرگزاری‌ها: ۲.۹۸ درصد
🔺سایر صنایع: ۳.۸۳ درصد#حکمرانی_فضای_مجازی#فضای_مجازی_قانونمند#سواد_رسانه#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/24977
832,24978,2025-03-25T00:57:52+00:00,2025-04-18T09:23:40.250913,"✅ رنگ ها چه احساسی منتقل می‌کنند؟#حکمرانی_فضای_مجازی#فضای_مجازی_قانونمند#سواد_رسانه#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/24978
833,24979,2025-03-25T00:57:52+00:00,2025-04-18T09:23:40.251101,"فرازی از وصیت نامه شهید ابراهیم اصغری : 
خواهرانم ، اسوه تقوا و عفت و حجاب باشید، بلکه راه ما و شهیدان را به فرزندانتان بیاموزید. ازتجمل، دست بردارید و بدانید که هیچ کس چیزی از این دنیا نمی برد، همه فانی هستند. با هم دیگر مهربان باشید, هم دیگر را به تقوا و نظم و عفت و حجاب راهنمایی کنید. از خانواده های ضد انقلاب دوری کنید و با آنها معاشرت ننمایید، آنها را طرد کنید، شاید از اعمال زشت پشیمان شوند.#حجاب_فاطمی#قانون_هوشمند#مواجهه_با_برهنگی#جامعه_ایمن#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/24979
834,24980,2025-03-25T00:57:52+00:00,2025-04-18T09:23:40.251321,"📣  خانواده‌های آواره در غزه در پی بمباران‌های بی‌وقفه مجبورند چادرهای خود را در میان انبوه زباله‌ها برپا کنند#غزه_مقاوم#غزه_پیروز#غزة_العزَّة#شعبنا_الصابر#Gaza_wins#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/24980
835,24981,2025-03-25T00:57:52+00:00,2025-04-18T09:23:40.251539,"🤝 توزیع بسته‌های افطار ماه مبارک رمضان در بین مردم روزه‌دار و جنگ‌زده اردوگاه الشاطئ واقع در شمال غزه#غزه_مقاوم#غزه_پیروز#غزة_العزَّة#شعبنا_الصابر#Gaza_wins#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/24981
836,24982,2025-03-25T00:57:52+00:00,2025-04-18T09:23:40.251768,"🤝  چهارمین مرحله از توزيع بسته‌های پوشک و شیرخشک نوزاد بین خانواده‌های جنگ‌زده و روزه‌دار مرکز آوارگان أسماء واقع در شمال غزه#غزه_مقاوم#غزه_پیروز#غزة_العزَّة#شعبنا_الصابر#Gaza_wins#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/24982
837,24983,2025-03-25T02:25:55+00:00,2025-04-18T09:23:40.251914,"🖌 راه درمان و رفع اختلافات و ایجاد برکت و نزول خیرات در خانه

✍ امام صادق (عليه السلام) : خانه اى كه در آن قرآن خوانده نمى شود و از خدا ياد نمى گردد، سه گرفتاری در آن خانه بوجود می آید :

1️⃣ بركتش كم شده
2️⃣ فرشتگان آن را ترك مى كنند
3️⃣ و شياطين در آن حضور مى يابند.(مجادلات و اختلافها را شیاطین در خانه ها ایجاد میکنند)

📚 اصول كافى ، ج۲ ، ص۴۹۹


💢【کانال پلیس کامیاران】👇
پیام رسان ایتا:https://eitaa.com/police_kamyaranپیام رسان سروش:https://splus.ir/police_kamyaran",https://eitaa.com/police_kamyaran/24983
838,24984,2025-03-25T02:27:49+00:00,2025-04-18T09:23:40.252118,"🤲 دعای روز بیست و چهارم ماه رمضان




💢【کانال پلیس کامیاران】👇
پیام رسان ایتا:https://eitaa.com/police_kamyaranپیام رسان سروش:https://splus.ir/police_kamyaran",https://eitaa.com/police_kamyaran/24984
839,24985,2025-03-25T05:49:24+00:00,2025-04-18T09:23:40.252355,"📹سرکوب معترضان در ترکیه
‌‌‌#غرب_بدون_روتوش#آه_مظلوم#ابهت_پوشالی#غربگدا#رویای_سوخته#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/24985
840,24973,2025-03-24T20:16:10+00:00,2025-04-18T09:23:43.849954,"فرمانده مرزباني فراجا در بازديد از مرزهاي شهرستان سومار در جمع مرزبانان، گفت: مستحکم ترين مرزها در دنيا، مرزهاي نظام جمهوري اسلامي ايران استhttps://news.police.ir/page/single-news?id=100038058#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/24973
841,24960,2025-03-24T09:48:49+00:00,2025-04-18T09:23:47.828812,"▫️سالانه ۶۰ هزار نفر بر اثر تصادفات رانندگی دچار ناتوانی حرکتی می‌شوند و صندلی خودرو را با صندلی چرخدار عوض می کنند#نه_به_تصادف#امین_اصفهان#نگید_نگفتیم#شوخی_نیست#بشنو_از_من#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/24960
842,24961,2025-03-24T09:48:49+00:00,2025-04-18T09:23:47.829014,"مديريت توانمند انتظامي ضامن امنيت سرمايه گذاري است
- استاندار کردستان با قدرداني از زحمات مجموعه انتظامي استان گفت: مديريت توانمند انتظامي کردستان ضامن امنيت سرمايه است.
به گزارش خبرنگار خبرگزاري پليس، دکتر "" آرش زره تن لهوني"" استاندار کردستان در ديدار با سردار"" علي آزادي"" فرمانده انتظامي استان و معاونان وي، بيان داشت: از نزديک شاهد تلاش هاي مجموعه انتظامي استان در جهت ايجاد امنيت شهروندان هستيم که جاي خداقوت دارد.
وي نام گذاري شعار سال  مبني بر سرمايه‌گذاري براي توليد، آن را بسيار مدبرانه برشمرد و افزود: بخش اصلي اقتصاد، سرمايه‌گذاري است که رهبر معظم انقلاب به خوبي به آن توجه داشته‌اند، که نقش انتظامي در تامين امنيت سرمايه گذاري برجسته و  نقش افرين است .
استاندار استان کردستان با بيان اينکه ماموريت هاي گسترده انتظامي استان نيازمند يک مديريت  و توانمندي خاصي  است، گفت: به حمدالله در مجموعه انتظامي کردستان با وجود سردار آزادي اين مهم مشهود است.
لهوني افزود: پليس در همه حوزه ها چه در جاده ها در امر روان سازي ترافيک، در مبارزه با مواد مخدر، پيشگيري و مقابله با سرقت و... با جان و دل به مردم خدمت مي کنند که قدردان اين همه فداکاري ها هستيم.
کاهش 40درصدي تلفات جاده‌اي در طرح نوروزي پليس
فرمانده انتظامي استان کردستان در ابتداي جلسه با اشاره به پيام نوروزي پليس ""امنيت و آرامش بهاري،ضيافت الهي"" به اقدامات پليس استان در اين ايام اشاره کرد و بيان داشت:در حوادث چهارشنبه آخر سال کاهش 20 درصدي حوادث را داشتيم .
وي در ادامه به طرح نوروزي پليس که از 25 اسفندماه آغاز شده و تا 15 فروردين ادامه دارد، اشاره کرد در اين مدت در حوزه تصادفات جاده‌اي با همکاري خوب مردم و ديگر دستگاها شاهد کاهش 40 درصد  فوتي ها  نسبت به مدت مشابه سال قبل هستيم.
سردار آزادي پيشگيري از سرقت ها و جرائم در اين ايام را از اولويت هاي انتظامي دانست و گفت: در اين حوزه کاهش 30 درصدي وقوع سرقت را شاهد هستيم، ضمن اينکه 50درصد سرقت ها توسط پليس آگاهي منجر به کشف شده است.#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/24961
843,24962,2025-03-24T09:48:55+00:00,2025-04-18T09:23:47.829187,"مديريت توانمند انتظامي ضامن امنيت سرمايه گذاري است
- استاندار کردستان با قدرداني از زحمات مجموعه انتظامي استان گفت: مديريت توانمند انتظامي کردستان ضامن امنيت سرمايه است.
به گزارش خبرنگار خبرگزاري پليس، دکتر "" آرش زره تن لهوني"" استاندار کردستان در ديدار با سردار"" علي آزادي"" فرمانده انتظامي استان و معاونان وي، بيان داشت: از نزديک شاهد تلاش هاي مجموعه انتظامي استان در جهت ايجاد امنيت شهروندان هستيم که جاي خداقوت دارد.
وي نام گذاري شعار سال  مبني بر سرمايه‌گذاري براي توليد، آن را بسيار مدبرانه برشمرد و افزود: بخش اصلي اقتصاد، سرمايه‌گذاري است که رهبر معظم انقلاب به خوبي به آن توجه داشته‌اند، که نقش انتظامي در تامين امنيت سرمايه گذاري برجسته و  نقش افرين است .
استاندار استان کردستان با بيان اينکه ماموريت هاي گسترده انتظامي استان نيازمند يک مديريت  و توانمندي خاصي  است، گفت: به حمدالله در مجموعه انتظامي کردستان با وجود سردار آزادي اين مهم مشهود است.
لهوني افزود: پليس در همه حوزه ها چه در جاده ها در امر روان سازي ترافيک، در مبارزه با مواد مخدر، پيشگيري و مقابله با سرقت و... با جان و دل به مردم خدمت مي کنند که قدردان اين همه فداکاري ها هستيم.
کاهش 40درصدي تلفات جاده‌اي در طرح نوروزي پليس
فرمانده انتظامي استان کردستان در ابتداي جلسه با اشاره به پيام نوروزي پليس ""امنيت و آرامش بهاري،ضيافت الهي"" به اقدامات پليس استان در اين ايام اشاره کرد و بيان داشت:در حوادث چهارشنبه آخر سال کاهش 20 درصدي حوادث را داشتيم .
وي در ادامه به طرح نوروزي پليس که از 25 اسفندماه آغاز شده و تا 15 فروردين ادامه دارد، اشاره کرد در اين مدت در حوزه تصادفات جاده‌اي با همکاري خوب مردم و ديگر دستگاها شاهد کاهش 40 درصد  فوتي ها  نسبت به مدت مشابه سال قبل هستيم.
سردار آزادي پيشگيري از سرقت ها و جرائم در اين ايام را از اولويت هاي انتظامي دانست و گفت: در اين حوزه کاهش 30 درصدي وقوع سرقت را شاهد هستيم، ضمن اينکه 50درصد سرقت ها توسط پليس آگاهي منجر به کشف شده است.#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/24962
844,24964,2025-03-24T09:48:49+00:00,2025-04-18T09:23:47.829367,"امنیت و آرامش بهاری،ضیافت الهی

📝تاثیر «خودمراقبتی» بر سلامت روان و راه‌های افزایش این مهارت

🌐«خودمراقبتی» در حالی به عنوان یکی از فاکتورهای مهم در پیشگیری از آسیب‌های اجتماعی محسوب می‌شود که «خودآگاهی» اولین گام برای برنامه‌ریزی در این زمینه است؛ مهارتی که به افراد کمک می‌کند تا بتواند شناخت بیشتری نسبت به خود، خصوصیات، نیازها، خواسته‌ها، اهداف و نقاط ضعف و قوت، احساسات، ارزش و هویت خود داشته باشند.

🌐خودآگاهی اولین گام برای برنامه‌ریزی به منظور خودمراقبتی است. همه ما از نقاط ضعف و قوت خود آگاه هستیم و این آگاهی به ما قدرتی می‌دهد که با آن می‌توانیم تغییراتی را به وجود بیاوریم که زندگی خود را عوض کنیم.

🌐خودآگاهی کمک می‌کند قدرت‌مان برای تغییر را کشف کنیم و با تمرکز بر وجود خود، هدفمند زندگی کنیم. پی بردن به آنچه برای ما مهم است، گامی بزرگ برای دستیابی به موفقیت است. در واقع تمرکز ما بر وجود خود ترکیب احساسات، واکنش‌ها، شخصیت و رفتار است که آینده هر فرد را می‌سازد. باید به شیوه زندگی که برای خود برگزیده‌ایم توجه کنیم. اینکه آیا برای زیستن، شیوه زندگی سالمی را انتخاب کرده‌ایم یا زمان ایجاد برخی تغییرات است؟


مرکز خدمات روانشناسی و مشاوره آرامش استان کردستان
آدرس :سنندج خیابان فلسطین(ژاندارمری)،روبه روی فرمانداری.
☎️۰۸۷۲۱۸۲۳۴۰۰_۰۸۷۳۳۲۸۶۶۱۳
تلفن پاسخگو:۰۹۶۵۸۰#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestan",https://eitaa.com/police_kamyaran/24964
845,24965,2025-03-24T13:21:43+00:00,2025-04-18T09:23:47.829552,"پویش عکس نه به تصادف در رادیو پیام بارگزاری شده است.

همشهریان گرامی می‌توانند آثار خود را از طریق لینک زیر ارسال نمایند.
👇👇👇👇👇👇👇👇👇👇
لینک شرکت در پویشhttps://zil.ink/rpaمعاونت فرهنگی و اجتماعی 
فرماندهی انتظامی شهرستان کامیاران#پلیس_کامیاران#خادمان_امین#نه_به_تصادف💢【کانال پلیس کامیاران】👇
پیام رسان ایتا:https://eitaa.com/police_kamyaranپیام رسان سروش:https://splus.ir/police_kamyaran",https://eitaa.com/police_kamyaran/24965
846,24966,2025-03-24T13:50:32+00:00,2025-04-18T09:23:47.829804,"سردار رادان - به حکم قانون از روی اراذل عبور می کنیم#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/24966
847,24967,2025-03-24T13:52:38+00:00,2025-04-18T09:23:47.829963,"دفتر نظارت همگانی بازرسي فرماندهی انتظامی شهرستان کامياران با تلفن ۱۹۷
آماده دریافت تقدیر، پیشنهاد، راهنمایی و درخواست و شکایت از عملکرد پلیس 

آدرس: کامیاران بلوار انتظام ستاد فرماندهی انتظامی شهرستان
تلفن:   ۱۹۷   و   ۰۸۷۲۱۸۳۱۸۳۴

💢【کانال پلیس کامیاران】👇
پیام رسان ایتا:https://eitaa.com/police_kamyaranپیام رسان سروش:https://splus.ir/police_kamyaran",https://eitaa.com/police_kamyaran/24967
848,24968,2025-03-24T14:02:46+00:00,2025-04-18T09:23:47.830231,"کشف 325 هزار نخ سيگار خارجي قاچاق 
- فرمانده انتتظامي استان از کشف 325 هزار نخ انواع سيگار خارجي قاچاق در ديواندره خبر داد. 

به گزارش خبرنگار خبرگزاري پليس، سردار"" علي آزادي"" در تشريح جزئيات اين خبر بيان داشت: ماموران انتظامي ديواندره با اشراف اطلاعاتي يک  دستگاه سواري  حامل بار قاچاق شناسايي کردند.
وي افزود: ماموران انتظامي ديواندره با اقدامات پليسي و پس از هماهنگي با مراجع قضايي خودرو مورد نظر را متوقف و  در بازرسي از آن تعداد    325هزار نخ انواع سيگارهاي خارجي قاچاق را كشف کردند.
فرمانده انتظامي استان با بيان اينکه کارشناسان ارزش اموال کشف شده را 10 ميليارد ريال برآورد کردند، گفت: در اين رابطه يک نفر دستگير و به همراه پرونده در اختيار مراجع قضايي قرار گرفت.#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/24968
