Scrape Index,Post ID,PostD ate,Date Scraped,Message,Link
11,4328,2025-04-15T03:38:17+00:00,2025-04-15T02:43:10.405171,"🔷ویژه غرب استان تهران🚨""اجرای طرح رصد و پایش فضای مجازی و برخورد با عاملین انتشار تبلیغات مغایر با قوانین و مقررات در فضای مجازی""

💢 با بسط و گسترش اقدامات اطلاعاتی در بستر فضای مجازی، توسط کارشناسان حوزه نظارت بر کسب و کار های مجازی اداره  نظارت بر اماکن عمومی غرب استان تهران، تعداد ۶ مورد از صفحات مجازی رسته آرایشگاه و کلینیک زیبایی که اقدام به بارگذاری محتوای مغایر با فرهنگ غنی ایران اسلامی و انتشار تصاویربر خلاف قوانین و مقررات همچنین ضوابط انتظامی پلیس  نطارت براماکن عمومی نموده بودند، شناسایی ومتصدیان، ادمین و  گردانندگان صفحات دعوت، پس از توجیه و ارشاد انتظامی، نسبت به حذف محتوای مجرمانه آنها اقدام گردید.

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4328
12,4329,2025-04-15T03:45:23+00:00,2025-04-15T02:43:10.405320,"🚨شناسایی ۵ واحد صنفی  متخلف در بستر فضای مجازی استان مازندران🔻درراستای اجرای طرح نظارت بر فعالیت صنوف در فضای مجازی عوامل دایره کسب و کار مجازی اماکن استان با هماهنگی مراجع قضائی تعداد۵ صفحه  پرمخاطب با تعداد بیش از ۱۵۰ هزار نفر دنبال کننده (آتلیه عکاسی،پوشاک و کافه )را بعلت انتشار تبلیغات نامتعارف در فضای مجازی شناسایی وپس از حذف محتوای مجرمانه واحد مذکور پلمب گردید./.

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4329
13,4317,2025-04-14T02:33:53+00:00,2025-04-15T02:43:14.469618,"🚨 شناسایی و پلمب ۱ مرکز زیبایی پوست و مو و خدمات پیرسینگ متخلف در فضای مجازی ( اینستاگرام) در شهر بوشهر🔹 در راستای طرح ارتقای امنیت اجتماعی و همچنین اعلام نارضایتی شهروندان از تبلیغات نامتعارف ا واحد صنفی  یاد شده در بستر فضای مجازی (اینستاگرام) در شهر بوشهر، مراتب در دستور کار کارشناسان حوزه نظارت بر کسب و کار مجازی اداره نظارت بر اماکن عمومی استان قرار گرفته که با انجام هماهنگی قضایی  ضمن اصلاح صفحه مجازی؛ کلینیک مربوطه‌ با رعایت تمامی قوانین و مقررات پلمب گردید.

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4317
14,4305,2025-04-11T10:38:20+00:00,2025-04-15T02:43:18.056391,"💢اجرای طرح تشدید و نظارت بر صنوف  در پیشگیری از جرائم در شهر تهران 

🔻در راستای ارتقای امنیت اجتماعی طرح نظارت بر صنوف در جهت پیشگیری از جرائم برگزار گردید که در این راستا عوامل پلیس نظارت بر اماکن تهران بزرگ به ترتیب از
 ۱- واحد صنفی رستوران واقع در شمال تهران مقدار ۱/۵ لیتر مشروبات الکلی کشف و ضبط ۲_ از یک واحد صنفی سوپر مارکت واقع در جنوب غرب تهران  تعداد ۱۲۲۰ نخ سیگار قاچاق و غیرمجاز کشف و ضبط ۳_ از یک واحد پوشاک واقع درغرب تهران مقدار ۳ لیترمشروبات الکلی دست ساز کشف و ضبط ۴-  از یک واحد صنفی تجهیزات نظامی واقع در خیابان امام خمینی تهران  تعداد ۹ دستگاه بی سیم غیرمجاز کشف و  ضمن پلمب واحد های صنفی فوق متصدیان به مرجع قضایی معرفی گردیدند.

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4305
15,4306,2025-04-11T16:20:21+00:00,2025-04-15T02:43:18.056550,"💢اداره نظارت براماکن عمومی زنجان
 
✅پوشش انتظامی کنسرت در زنجان🔻در راستای  اجرای کنسرت خواننده پاپ  ""علی عبدالمالکی"" عوامل اداره نظارت براماکن عمومی استان زنجان با حضور در محل برگزاری کنسرت نسبت به انتظام بخشی مکان از حیث ملاحظات انتظامی و ترافیکی،  زمینه آرامش را برای شهروندان زنجانی فراهم نمودند. 

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4306
16,4307,2025-04-11T20:48:01+00:00,2025-04-15T02:43:18.056698,"شنبه بیست و سوم فروردین ماه ۱۴۰۴

🔰پلیس نظارت بر اماکن عمومی فراجا 

🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4307
17,4308,2025-04-12T04:00:00+00:00,2025-04-15T02:43:18.056846,"💢اجرای طرح نظارت بر واحد های صنفی پذیرایی در پیشگیری از جرائم واقع در منطقه شمیرانات تهران

🔻در راستای ارتقای امنیت اجتماعی و طرح پیشگیری از جرائم از واحد های صنوف پذیرایی واقع در منطقه تفریحی درکه تهران ؛ زعفرانیه و خیابان فرشته با تشکیل دو تیم عملیاتی توسط عوامل پلیس نظارت بر اماکن تهران بزرگ اجرا گردید که در این راستا از تعداد ۱۰ واحد  صنفی بازدید شده ۴ واحد صنفی اخطاریه پلمب بعلت کشف مشروبات الکلی ؛ بکارگیری اتباع خارجی غیر مجاز ؛ موسیقی زند دارای دیجی؛ استفاده خواننده زن در واحد صنفی : آلودگی صوتی و عدم رعایت ساعت خاموشی و هنجار شکنی توسط متصدیان مشاغل و مشتریان صادر گردیدند.
 
کشفیات اجرای طرح : کشف ۲ لیتر مشروبات الکلی دست ساز  از ۲ واحد صنفی در شمال تهران و تشکیل پرونده قضایی.

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4308
18,4309,2025-04-12T04:03:25+00:00,2025-04-15T02:43:18.056985,"✅ پشتیبانی انتظامی از کنسرت مجید خراطها در همدان توسط عوامل پلیس نظارت براماکن عمومی استان  همدان. 

🔻گفتنی است: بخش اعظمی از هزینه برگزاری این کنسرت صرف بیماران اوتیسم گردید.

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4309
19,4310,2025-04-12T04:04:15+00:00,2025-04-15T02:43:18.057110,"🚨  اجرای طرح دستگیری و طرد اتباع خارجی غیر مجاز در سطح صنوف و اماکن عمومی در کلانشهر شیراز🔻طرح دستگیری و طرد اتباع خارجی غیر مجاز در سطح صنوف و اماکن عمومی کلانشهر شیراز  اجرایی و عملیاتی گردید که در این راستا مامورین  از ۴۵ واحد صنفی بازدید که موفق به دستگیری و طرد ۱۸ تبعه خارجی غیر مجاز که در واحد های صنفی قالیشویی،  پانسیون نگهداری حیوانات خانگی ، کافه ، باغ رستوران و تالار پذیرایی مشغول فعالیت گردیدند و تعداد ۹ واحدصنفی متخلف پلمب پرونده تشکیل به اداره کار و رفاه اجتماعی جهت برخورد قانونی‌ معرفی گردیدند./.

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4310
20,4311,2025-04-12T19:52:28+00:00,2025-04-15T02:43:18.057217,"🚨پلمب آرایشگاه مردانه در تهران بدلیل فعالیت غیر مجاز✅ در پی انتشار محتوای مجرمانه در بستر فضای مجازی مبنی بر اصلاح و آرایش موی سر دختران توسط متصدی   مرد در یک واحد صنفی واقع در تهران نو موضوع در دستور کار عوامل پلیس نظارت بر اماکن عمومی  تهران بزرگ قرار گرفته و پس از صحت و سقم موضوع و طی هماهنگی قضایی متصدی دستگیر و ضمن پلمب واحد صنفی پرونده جهت سیر مراحل قانونی به مرجع قضایی ارجاع گردید .

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4311
21,4312,2025-04-13T03:51:37+00:00,2025-04-15T02:43:18.057334,"یکشنبه بیست و چهارم فروردین ماه ۱۴۰۴

🔰پلیس نظارت بر اماکن عمومی فراجا 

🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4312
22,4313,2025-04-13T19:52:19+00:00,2025-04-15T02:43:18.057452,"🚨اجرای طرح نظارت بر فعالیت کافه و رستورانها و در استان مازندران فروردین ماه  1404

✔️در اجرای طرح مذکور عوامل اداره نظارت بر اماکن عمومی استان و شهرستان محمودآباد از واحد های صنفی کافه و رستوران بازدید به عمل آورده که در این راستا  تعداد ۵ واحد را بعلت عدم رعایت ضوابط انتظامی (نداشتن پروانه کسب ) شناسایی و پلمب نمودند .

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4313
23,4314,2025-04-13T19:56:18+00:00,2025-04-15T02:43:18.057558,"🚨 پلمب تعداد ۱۴ واحد صنفی در اجرای طرح بازدید و نظارت بر واحد های صنفی استان بوشهر و اعمال ماده ۲۷ (اخذ پروانه کسب) و ۲۸ ق.ن.ص (تخلفات صنفی)

🖊️ در راستای اجرای طرح فوق الذکر مامورین اداره نظارت بر اماکن عمومی فرماندهی انتظامی استان  از  واحد های صنفی در رسته های مختلف شغلی بازدید به عمل آورده که اهداف اجرای طرح مذکور به شرح ذیل می باشد:

در راستای اجرای طرح موصوف تعداد ۱۴ واحد صنفی بدلیل نداشتن پروانه کسب معتبر و تخلفات صنفی توسط مامورین اداره نظارت بر اماکن عمومی با رعایت حقوق شهروندی و موازین شرعی و قانونی  پلمب گردید.

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4314
24,4315,2025-04-13T19:58:15+00:00,2025-04-15T02:43:18.057666,"🚨پلمب چهار واحد اقامتی خانه مسافر غیر مجاز در شیراز🔻در اجرای طرح ابلاغی و نظارت میدانی بر اقامتگاه  ها ی غیر مجاز تعداد چهار واحد اقامتی خانه مسافر غیر مجاز در یکی از در کلانشهر شیراز ،که بدون مجوز مشغول فعالیت بود شناسایی پس از ابلاغ اخطار تعطیلی هر دو  مکان  به دليل نداشتن مجوز فعالیت، عدم رعایت ضوابط انتظامی پلمب گردیدند .

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4315
25,4316,2025-04-13T20:31:03+00:00,2025-04-15T02:43:18.057783,"دوشنبه بیست و پنجم فروردین ماه ۱۴۰۴

🔰پلیس نظارت بر اماکن عمومی فراجا 

🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4316
26,4304,2025-04-11T02:14:11+00:00,2025-04-15T02:43:22.048604,"جمعه بیست و دوم فروردین ماه ۱۴۰۴

🔰پلیس نظارت بر اماکن عمومی فراجا 

🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4304
27,4292,2025-04-08T17:34:54+00:00,2025-04-15T02:43:25.785338,"🔷 ویژه غرب استان تهران

🚨"" شناسایی و برخورد با عامل انتشار محتوای ناهنجار در صفحه اینستاگرام واحد صنفی آرایشگاه زنانه در شهریار ""

🔻 صفحه مربوط به واحد صنفی در رسته آرایشگاه زنانه در شهرستان شهریار به نشانی اینستاگرامی مشخص  که مبادرت به انتشار تصاویر و تبلیغات هنجار شکنانه نموده بود، توسط کارشناسان حوزه نظارت بر کسب و کارهای فضای مجازی  اداره نظارت براماکن عمومی غرب استان تهران شناسایی و برابر ماده ۱۷ قانون نظام صنفی، گرداننده صفحه ضمن توجیه و ارشاد انتظامی نسبت به پاکسازی محتوا های نامتعارف در صفحه مجازی اقدام نمود.

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4292
28,4293,2025-04-08T17:46:26+00:00,2025-04-15T02:43:25.785498,"✅اجرای طرح نظارت بر مراکز پذیرایی و باغ تالارهای استان خراسان شمالی توسط پلیس اماکن♦️در اجرای طرح نظارت بر واحد های صنفی تالارها و کافه سراها و رستوران داران در بجنورد  نسبت به بررسی  نحوه اجرای ضوابط پلیس  در راستای انتظام بخشی  در رسته های  شغلی بالا به منظور پیشگیری از بروز جرایم توسط عوامل پلیس اماکن استان  اقدامات لازم به عمل آمد. 


🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4293
29,4294,2025-04-08T20:53:01+00:00,2025-04-15T02:43:25.785626,"چهارشنبه بیستم فروردین ماه ۱۴۰۴

🔰پلیس نظارت بر اماکن عمومی فراجا 

🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4294
30,4295,2025-04-08T21:00:26+00:00,2025-04-15T02:43:25.785788,"🔰پلیس نظارت بر اماکن عمومی فراجا 

🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4295
31,4296,2025-04-09T11:15:35+00:00,2025-04-15T02:43:25.785911,"🚨جمع آوری تعداد ۷۵۰ ثوب البسه نامتعارف از صنوف پوشاک شهرستان اهواز 

🔷 در اجرای طرح نظارت بر واحد‌های صنفی پوشاک و طرح تشدید و جلوگیری از فروش البسه نامتعارف و قاچاق  در شهرستان اهواز، مأمورین اداره نظارت بر اماکن عمومی فرماندهی انتظامی استان خوزستان تعدادی از واحد های صنفی پوشاک هسته مرکزی شهرستان اهواز را مورد بازدید قرار داده که در این راستا تعداد ۷۵۰ ثوب انواع البسه که منقوش به تصاویر نامتعارف بودند را جمع آوری  نمودند.

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4296
32,4297,2025-04-09T17:57:27+00:00,2025-04-15T02:43:25.786031,"سالروز شهادت امیر سپهبد علی صیاد شیرازی گرامی باد
‌‌‌

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4297
33,4298,2025-04-10T03:14:08+00:00,2025-04-15T02:43:25.786152,"پنجشنبه بیست و یکم فروردین ماه ۱۴۰۴

🔰پلیس نظارت بر اماکن عمومی فراجا 

🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4298
34,4299,2025-04-10T19:43:06+00:00,2025-04-15T02:43:25.786271,"🚨شناسایی و برخورد با مرکز کلینیک پزشکی غیر مجاز در ملایر

🔷  در راستای پایش صورت گرفته در بستر فضای مجازی توسط کارشناسان اداره نظارت بر اماکن عمومی شهرستان ملایر مشخص گردید شخصی با نام کاربری معلوم با ایجاد صفحه اینستاگرامی اقدام به انتشار پست و نمایش استوری با مضمون تصاویر زننده و خارج از عرف اسلامی با موضوع پرسینگ و  تتو به منظور شناساندن و معروفیت خود جهت تبلیغ کاری و جذب فالور می نمود.
 
نظر به واکنش های منفی کاربران فضای مجازی و اینکه فعالیت مجازی صفحه کاربری مصداق مجرمانه بوده ، موضوع بصورت ویژه در دستور کار کارکنان فوق قرار گرفت و طی رصد صورت گرفته ضمن شناسایی محل انجام فعالیت های مجرمانه ، هویت دقیق گرداننده پیج مشخص و طی هماهنگی قضایی  مامورین  اداره اماکن به همراه کارشناسان شبکه بهداشت و درمان شهرستان ملایر از مکان موصوف بازرسی به عمل آورده  که ضمن تشکیل پرونده، مکان مورد استفاده در امر انجام تتو و پرسینگ و خدمات پزشکی غیر مجاز تا اطلاع بعدی پلمب گردید 
  در همین راستا موضوع تحت رسیدگی می باشد.

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4299
35,4300,2025-04-10T19:45:45+00:00,2025-04-15T02:43:25.786390,"🚨شناسایی و پلمب قلیان سرا بدلیل برگزاری قمار و تجمع اراذل و اوباش در شهرستان تالش  استان گیلان توسط عوامل اداره نظارت بر اماکن عمومی .

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4300
36,4301,2025-04-10T19:53:15+00:00,2025-04-15T02:43:25.786512,"📣اجرای طرح برخورد با ناهنجاری های صنوف دراستان مازندران فروردین ماه 1404

🔻در اجرای طرح مذکور عوامل اداره نظارت بر اماکن عمومی استان در شهرستان ساری تعداد 5 واحد صنفی را بعلت عدم رعایت شئونات اسلامی  در رسته های مختلف شناسایی و پلمب نمودند.

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4301
37,4302,2025-04-10T19:57:30+00:00,2025-04-15T02:43:25.786629,"🚨پلمب کافه شب چراغ در فردیس کرج 

🔷مامورین پلیس نظارت بر اماکن عمومی استان البرز کافه شب چراغ واقع در فردیس را بدلیل عدم رعایت قوانین و مقررات و ضوابط انتظامی نظیر؛ سرو مشروبات الکلی، برگزاری مراسم هنجار شکنانه پلمب نمودند. 

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4302
38,4303,2025-04-10T20:15:38+00:00,2025-04-15T02:43:25.786763,"✅هشدار پلیس اماکن💢در هنگام مراجعه افراد خدماتی وابسته به کسب و کارها و واحدهای صنفی ارائه کننده خدمات به درب منزل و یا محل کار حتما کارت شناسایی آنها را مشاهده و استعلام نمایید.

🔻نوع فعالیت بسیاری از واحدهای صنفی به گونه ای است که افرادی را برای کار به منازل اعزام می کنند. در واقع خدمات در منزل مشتری یا اماکن عمومی اتفاق می افتد. واحد صنفی قبل از اعزام کارکنان خود به منازل و اماکن عمومی، مکلف است آنها را به اتحادیه معرفی کند. این کلیدی ترین نکته در خصوص تخلف عدم صدور کارت شناسایی برای مراجعه کنندگان به منازل و اماکن عمومی است.
در این موارد:
اتحادیه صنفی در خصوص این کارکنان از فرماندهی انتظامی ج.ا.ا (پلیس نظارت بر اماکن عمومی ) استعلام می کند. در صورتی که نظر این اداره مثبت بود، برای آنها کارت شناسایی عکس دار صادر می شود. این موضوع در تبصره (۱) ماده (۱۷) قانون نظام صنفی مورد اشاره قرار گرفته است. بنابراین حتماً ضروری است که دقت ویژه ای را واحدهای محترم صنفی به این موضوع اختصاص دهند تا ناخواسته مرتکب این تخلف نگردند. همچنین شهروندان نیز در این خصوص به توصیه پلیس نظارت بر اماکن عمومی توجه نمایند. 

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4303
39,4291,2025-04-08T17:24:04+00:00,2025-04-15T02:43:29.508589,"🚨برخورد با سالن زیبایی متخلف در فضای مجازی در شهر بوشهر🔹 در راستای طرح ارتقای امنیت اجتماعی و همچنین اعلام نارضایتی شهروندان از نحوه تبلیغات هنجار شکنانه  این واحد صنفی  ارایه کننده خدمات زیبایی در اینستاگرام فعال در شهر بوشهر، مراتب در دستور کار کارشناسان حوزه نظارت بر کسب و کار مجازی اداره نظارت بر اماکن عمومی استان قرار گرفته که با انجام هماهنگی قضایی نسبت به اصلاح صفحه مجازی سالن زیبایی مربوطه‌  اقدام و مکان فیزیکی فعالیت برابر قانون  پلمب گردید.

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4291
40,4279,2025-04-05T21:35:14+00:00,2025-04-15T02:43:33.104165,"یکشنبه هفدهم فروردین ماه ۱۴۰۴

🔰پلیس نظارت بر اماکن عمومی فراجا 

🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4279
41,4280,2025-04-06T04:12:27+00:00,2025-04-15T02:43:33.104312,"💢اداره نظارت بر اماکن عمومی استان خراسان شمالی  

🔻اجرای طرح نظارت بر فروشگاه های بزرگ زنجیره ای و بازدید از تعداد ۷ واحد صنفی در تاریخ ۱۶ فروردین ماه ۱۴۰۴ در بجنورد و توجیه متصدیان این مراکز در خصوص رعایت  ضوابط انتظامی پلیس.

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4280
42,4281,2025-04-06T04:13:35+00:00,2025-04-15T02:43:33.104444,"💢 استان آذربایجانشرقی- اداره نظارت بر اماكن عمومی 

🔻در راستای برخورد باصنوف متخلف وفاقد پروانه کسب تعداد یک واحد چایخانه، یک واحد گیم نت به دلیل عدم رعایت ساعت کاری و نداشتن پروانه کسب و یک واحد سوپرمارکت به علت فروش دلستر های آغشته به الکل برابر ماده ۲۷ و ۲۸ قانون نظام صنفی پلمب گردیدند.

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/4281
